Hello!	哈佬。
I'm sorry I opened your mail by mistake.	唔好意思呀，我唔小心拆咗你封信。
I'm sorry, but there's nothing I can do.	對唔住呀，但係我都冇嘢可以做到。
I'm sorry, could you repeat that please?	唔好意思，你可唔可以講多次呀？
Ice turns back into water when it melts.	冰溶嗰陣，就會變返做水。
It is not easy to get rid of bad habits.	壞習慣唔係咁易戒㗎。
It is not easy to get rid of bad habits.	壞習慣好難戒。
It was obvious that they had told a lie.	佢哋擺到明講咗大話。
Let me have a look at your video camera.	俾我睇吓你部錄影機。
Let's leave the decision to our teacher.	我哋都係等老師話事啦。
My father has gone to the United States.	我阿爸去咗美國。
Pianos are quite expensive, aren't they?	鋼琴都幾貴吓㗎喎，係咪呀？
Please write about your real experience.	請你寫低你嘅真實經驗。
She loves watching tennis matches on TV.	佢好鍾意喺電視度睇網球比賽。
She may have to quit her job next month.	佢下個月可能要辭佢份工佢。
She put salt into her coffee by mistake.	佢唔小心落咗啲鹽落佢杯咖啡度。
She raised her hand for the bus to stop.	佢舉高咗隻手嚟截架巴士。
She'll come even if you tell her not to.	你就算叫佢唔嚟佢都照嚟㗎啦。
Short skirts are already out of fashion.	而家已經唔興著短裙喇。
Since I was sick, I didn't go to school.	我病咗，所以冇返到學。
Solar power is environmentally friendly.	太陽能好環保。
Somebody has been sleeping on this sofa.	有人喺呢張梳化度瞓過。
Someone stepped on my foot on the train.	我喺火車到俾人踩咗一腳。
Soon after that, I began to fall asleep.	跟住我好快就瞓著咗喇。
Tell us the story from beginning to end.	唔該你將個故事由頭到尾講晒俾我地聽。
The bridge is approximately a mile long.	條橋大約有一咪長。
The police officer arrested the burglar.	個差人拉咗個賊。
The policeman arrested him for speeding.	佢超速駕駛，俾差佬拉咗。
They have been married for twenty years.	佢哋結咗婚廿年。
They say that a large dam will be built.	佢哋話會起座大壩。
To my knowledge, she hasn't married yet.	據我所知，佢應該仲未結婚。
We will take your feelings into account.	我哋會考慮到你嘅情感。
What do you usually do on Christmas Day?	你聖誕節通常會做啲咩㗎？
When I was a boy, I always got up early.	我細個嗰時差唔多日日都好早起身。
When he finished the work, he went home.	佢搞掂晒啲嘢就返咗屋企。
Would you mind my using this dictionary?	你介唔介意我攞呢本字典去用呀？
Would you mind speaking a little louder?	你介唔介意講大聲少少呀？
You don't have to hide anything from me.	你唔使對我隱瞞啲咩㗎。
You should talk to the teacher yourself.	你應該自己同老師講。
You'll find it impossible to live there.	嗰度都唔係人住嘅。
Admission is free during Christmas break.	聖誕假期間免費入場。
As a result of the war, many people died.	嗰場仗死咗好多人。
Both those students passed all the tests.	呢兩個學生測驗都係全部合格。
By the way, I have something to tell you.	係喇，我有啲嘢要話你知。
By the way, I have something to tell you.	話時話，我有啲嘢要同你講。
Can you tell me how to fill in this form?	你可唔可以教我填呢份表格呀？
Divide this line into twenty equal parts.	將呢條線分做二十個等分。
Give me your word that you won't do that.	應承我你唔會咁做。
Have you ever tried skating on the river?	你有冇試過喺條河度溜冰呀？
Have you finished cleaning your room yet?	你執好你間房未呀？
He drinks a glass of water every morning.	佢朝朝早都會飲一杯水。
He is always giving presents to his wife.	佢成日都送禮物俾老婆。
He looked as if he hadn't eaten for days.	佢望落好似幾日冇食過嘢噉。
He squeezed the toothpaste out of a tube.	佢喺條管度擳咗啲牙膏出嚟。
He wants to be a policeman in the future.	佢第時想當差。
He was disappointed at not being invited.	佢好失望，因為冇人請佢去。
He was disappointed at not being invited.	冇人請佢去，所以佢好失望。
How can I make a telephone call to Japan?	我想問吓點打電話去日本呀？
How much do you leave for a tip in Spain?	西班牙俾貼士要俾幾多到㗎？
I bought these medications for my father.	呢啲藥係買俾我老豆嘅。
I didn't know how to answer his question.	我都唔知點答佢好。
I don't like to speak in front of people.	我唔鍾意喺公眾場合講嘢。
I don't think she takes after her mother.	我覺得佢同佢呀媽都唔係好似。
I failed the exam because I didn't study.	我因為冇溫書，所以考試肥佬咗。
I go to the library at least once a week.	我一個禮拜至少去一次圖書館。
I often played baseball when I was young.	我後生嗰陣成日去打棒球。
I received a letter written one week ago.	我收到一封一個禮拜前寫嘅信。
I remember seeing her once on the street.	我記得我有一次喺街度見過佢。
I spent a lot of time listening to music.	我花好多時間聽音樂。
I spent the whole day reading that novel.	我睇本小說睇咗成日。
I think you should come stay at my place.	我覺得你應該嚟我屋企瞓。
I was watching TV at this time yesterday.	我尋日呢個時間喺度睇緊電視。
I will give you a bike for your birthday.	你生日嗰陣，我送架單車俾你吖。
I wonder if life exists on other planets.	唔知第二啲星球度有冇生物嘅呢？
I'll talk the matter over with my father.	我會同我老豆傾吓呢件事㗎喇。
I'll write you as soon as I arrive there.	我一去到就會寫信俾你㗎喇。
I'm available in case you need something.	有咩需要我會喺度。
If you want to take a break, just say so.	如果你想抖吓就出聲啦。
Is this a picture that you yourself drew?	呢幅畫係咪你自己畫㗎？
It was raining on and off all night long.	成晚又落吓雨，又停吓雨。
It won't be long before they get married.	佢哋好快就拉埋天窗喇。
Just out of curiosity, what would you do?	我好奇想問吓呢，你會點做呀？
Nobody can foresee when the war will end.	無人知場仗幾時會打完。
Please tell me how to get to the airport.	唔該你話我聽機場點去吖。
Sometimes you just want to eat chocolate.	有時會無啦啦好想食朱古力。
The building will be completed in a year.	嗰座建築物會喺一年之內起完。
The children are out playing in the snow.	班細路喺出面玩緊雪。
The elephant is liked by little children.	隻大笨象好受小朋友歡迎。
The houses caught fire one after another.	啲屋一間一間噉著咗火。
The man tried to install his own antenna.	個人嘗試裝自己條天線。
There are hundreds of books in his study.	佢間書房有幾百本書。
There are many beautiful parks in London.	倫敦有好多好靚嘅公園。
There's almost no milk left in the glass.	個杯入面冇乜牛奶淨喇。
They installed a vending machine at work.	佢哋喺辦公室度裝咗部自動販賣機。
This is the church where Blake is buried.	Blake 葬喺呢間教堂。
This is the finest view I have ever seen.	呢個係我見過最靚嘅景。
Tom is the captain of this baseball team.	湯姆係呢隊棒球隊嘅隊長。
Tom joined his high school's debate team.	阿Tom參加咗佢間中學嘅辯論隊。
Tom poured some cold water over his head.	阿Tom倒咗啲凍水落個頭到。
We must sleep at least seven hours a day.	我哋一日至少要瞓七個鐘。
What do you study a foreign language for?	你點解要學外語呀？
What prevented her from coming yesterday?	佢尋日做咩唔嚟嘅？
Which came first, the chicken or the egg?	有雞先定有蛋先？
Who cared for the dog when you were away?	你走咗嗰陣邊個幫你睇住隻狗呀？
Why must you give away all of my secrets?	你點解係都要講晒我啲秘密俾人知㗎？
Would you like to go see a movie with me?	不如一齊去睇戲吖。
Would you please not leave the door open?	你可唔可以唔好開住道門呀？
You don't seem to be yourself these days.	你最近唔係好似你。
You have a lot of money, and I have none.	你有好多錢，但係我就冇。
Your new hair style makes you look older.	你個新髮型望落好似老咗。
"When do you get up?" "I get up at eight."	「你幾點鐘起身㗎？」「我八點鐘起身。」
After a while, the man came into the room.	過咗一陣，嗰個人就走咗入間房度。
All you have to do is sign your name here.	你喺度簽個名就得㗎喇。
Although he may be clever, he is not wise.	佢只不過係有啲小聰明。
Aren't you supposed to be at school today?	你今日唔使返學咩？
Both of my parents are not strict with me.	我阿爸阿媽都好鬆。
Do you consider yourself a good guitarist?	你認唔認為自己係一個好嘅結他手？
Give us two knives and four forks, please.	唔該俾兩把刀同埋四支叉我哋吖。
He is richer than anyone else in the town.	佢係成座城最有錢嗰個。
He must be very angry to say such a thing.	佢實係嬲得好犀利喇，如果唔係佢唔會講埋啲噉嘅嘢㗎。
How did you celebrate Christmas last year?	你舊年點慶祝聖誕呀？
I don't want to go outside this afternoon.	我今日晏晝唔想出街。
I had been reading a book when he came in.	佢入嚟嗰陣我睇緊書。
I had instant noodles as a midnight snack.	我宵夜食咗公仔麵。
I let him sleep at my house for the night.	我俾佢喺我屋企瞓咗一晚。
I made friends with a student from abroad.	我同個外國學生做咗好朋友。
I must remember to buy that book tomorrow.	我聽日一定要記得去買嗰本書。
I promise I'll be nice to you from now on.	我應承你從今開始對你好。
I saw all eight of them about an hour ago.	我大約一個鐘之前見到佢哋八個。
I think of watching TV as a waste of time.	我覺得睇電視好嘥時間。
I went to many shops to look for the book.	我去咗好多間舖頭度搵嗰本書。
I wish I had treated the girl more kindly.	我好後悔以前無好好咁對佢。
I'd like to play tennis with you some day.	我想搵日同你打返場網球。
I'm hungry because I didn't eat breakfast.	我冇食早餐，所以好肚餓。
I'm so tired that I can't walk any longer.	我攰到行唔郁喇。
If God is with us, then who is against us?	如果主與我們同在，邊個會同我哋作對？
If you need an umbrella I'll lend you one.	如果你要遮嘅話我就借把俾你啦。
It will not be long before she comes back.	佢好快就會返嚟㗎喇。
Let me see the pictures you took in Paris.	俾我睇吓你喺巴黎影嗰啲相吖。
Let's let the workers go home early today.	我哋今日俾班伙記早啲返屋企啦。
Many economists are ignorant of that fact.	好多經濟學家都唔知道呢樣嘢。
Most Hollywood movies have a happy ending.	荷李活啲電影多數都係大團圓結局。
My mother is still working in the kitchen.	我阿媽仲喺廚房度做緊嘢。
Nothing is more valuable than good health.	冇乜嘢重要得過健康。
Now we have enough people to play mahjong.	夠腳開枱喇。
She accompanied her friend to the concert.	佢陪佢朋友去音樂會。
She depends on her husband for everything.	佢咩事都靠晒個老公。
She looked as if she hadn't eaten in days.	佢個樣好似幾日冇食過嘢噉。
She looks pretty no matter what she wears.	佢著咩都咁靚。
She was late because of the heavy traffic.	佢塞車遲到。
Some of my friends can speak English well.	我有啲朋友講英文講得好好。
The bus drivers are going on strike today.	啲巴士司機今日罷工。
The garden was larger than I had expected.	個花園比我想像中大。
The point is whether she will come or not.	問題係佢到底嚟定係唔嚟。
The president laughed in spite of himself.	個總統忍唔住笑咗出嚟。
There is a little milk left in the bottle.	個樽入面仲有少少牛奶淨。
There were only six people at the meeting.	個會淨係得六個人去咗。
This machine is too heavy for me to carry.	呢部機重得濟喇，我拎唔郁。
We live in the neighborhood of the school.	我哋喺間學校附近住。
Which color do you like more, blue or red?	你鍾意藍色定係紅色？
You ought to finish your homework at once.	你應該即刻做晒啲功課佢。
All of a sudden, the door shut with a bang.	道門突然之間砰一聲閂埋咗。
As he talked, he got more and more excited.	佢越講越興奮。
Could you please turn your television down?	可唔可以將部電視較細聲少少呀？
Did the newspaper say it was going to rain?	報紙有冇話會落雨呀？
He often walks with his hand in his pocket.	佢行路嗰陣成日插隻手落個褲袋度。
How about going out for a drink after work?	我哋放工不如去飲返杯囉？
How much do these two honey doughnuts cost?	呢兩個蜜糖冬甩幾多錢呀？
I caught my son stealing from a cookie jar.	我捉到我個仔喺個罌度偷曲奇食。
I don't like him any more than he likes me.	我同佢已經無晒感情喇。
I don't like walking home alone after dark.	我唔鍾意天黑之後一個人行返屋企。
I overslept because my alarm didn't go off.	我個鬧鐘冇響到，所以我瞓過咗龍。
I waited for an hour, but he didn't appear.	我等咗一個鐘，但係佢冇出現。
I wonder what the weather will be tomorrow.	唔知聽日天氣會點呢？
I'll let you know when it has been decided.	決定咗我就會話俾你聽㗎喇。
I'm planning to leave for Europe next week.	我諗住下個禮拜去歐洲。
I've been waiting for you for over an hour.	我已經等咗你成個幾鐘喇。
If you don't want to go, you don't have to.	你唔想去唔使夾硬去㗎喎。
Illness prevented me from coming to school.	我病咗，所以無返到學。
Is the cat on the chair or under the chair?	隻貓喺張凳上面，定係喺張凳下面呀？
It is more blessed to give than to receive.	施比受更為有福。
It's unlikely she's as stupid as you think.	佢冇乜機會會係你想像中咁蠢。
Knock on the door before entering the room.	敲咗門先好走入間房度。
My father and I go fishing once in a while.	我同我阿爸得閒就會去釣吓魚。
My father teaches English at a high school.	我阿爸喺中學度教英文。
Please help yourself to the chocolate cake.	啲朱古力蛋糕隨便食喎。
Please let me know the schedule beforehand.	唔該你事先講定個計劃俾我知吖。
She gave me a watch for a birthday present.	佢送咗隻錶俾我做生日禮物。
She participates in many school activities.	佢喺學校參加咗好多活動。
Thank you for all the help you've given us.	好多謝你一路幫咗我哋咁多。
The bike parked over there is my brother's.	泊咗喺嗰邊嗰架單車係我呀哥嘅。
The car is parked in front of the building.	架車泊咗喺座大廈前面。
The heroine of this story is a little girl.	呢個故仔嘅女主角係一個細路女。
The police suspect that he robbed the bank.	警察懷疑佢打劫咗間銀行。
The question is how we can raise the money.	問題係我哋點先可以籌到筆錢。
There's a hole in the bottom of the bucket.	個桶底穿咗個窿。
They always wake up early, even on Sundays.	佢哋成日好早起身，連星期日都。
They were stuck for hours in a traffic jam.	佢哋塞車塞咗幾粒鐘。
This book is too difficult for you to read.	呢本書對你嚟講可能難咗啲。
This poem was originally written in French.	呢首詩原本係用法文寫嘅。
We have to sing at an old folks home today.	我哋今日要去老人院唱歌。
We heard something moving in the next room.	我哋聽到隔離有嘢郁緊。
We still have many other things to discuss.	我哋仲有好多嘢要傾。
We tried to come to a compromise with them.	我哋嘗試同佢達成共識。
What did you do last year on Christmas Day?	你舊年聖誕節做咗啲咩呀？
What language do they speak in Switzerland?	瑞士啲人講咩話㗎？
Where are you going for Christmas vacation?	你聖誕假諗住去邊玩呀？
Where are you going to go on your vacation?	你放假諗住去邊度玩呀？
Who is the boy that is swimming over there?	喺嗰度游緊水嗰個男仔係邊個嚟㗎？
Will you look after my dog while I am away?	我走咗嗰陣，你可唔可以幫我照顧我隻狗呀？
Will you show me what you bought yesterday?	你可唔可以俾我睇吓你尋日買咗啲咩呀？
You have to change trains at the next stop.	你要喺下一個站度轉車。
You will soon get accustomed to the noises.	你好快就會習慣咗啲噪音㗎喇。
All the answers to this question were wrong.	呢條問題啲答案全部錯晒。
Christmas is definitely my favorite holiday.	聖誕節絕對係我最鍾意嘅節日。
Don't bother me with such foolish questions.	唔好問埋啲咁戇居嘅問題嚟煩我啦。
Five hundred dollars is a small sum for him.	五舊水對佢嚟講係一個小數目。
Frankly speaking, I don't like your haircut.	老實講吖，我真係唔係好鍾意你個髮型。
He began to work for that company last year.	佢舊年開始喺嗰間公司度返工。
He never drinks except on special occasions.	佢淨係喺啲特別場合到先會飲酒。
He put his tools away after he had finished.	佢搞掂咗之後就將啲架生擺埋咗喺一邊。
How much is the car you are planning to buy?	你諗住買嗰架車幾多錢㗎？
I am angry that she didn't keep her promise.	我嬲佢冇守諾言。
I am hungry because I did not eat breakfast.	我冇食早餐，所以好肚餓。
I ate some bread and a boiled egg for lunch.	我午餐食咗幾塊麵包同埋一隻烚蛋。
I bought him a drink in return for his help.	佢幫咗我手，我就請返佢飲嘢。
I could hear the dog barking all night long.	我成晚都聽到隻狗喺到吠。
I don't want to know what's going to happen.	我唔想知會發生咩事。
I don't want to live on this planet anymore.	不如一槍打死我。
I don't want to live on this planet anymore.	我唔想再生存喺呢個星球上喇。
I had almost finished my work when she came.	佢嚟到嗰陣，我已經差唔多做好晒啲嘢。
I have a friend waiting for me in the lobby.	有個朋友喺大堂度等緊我。
I haven't had a chance to see the movie yet.	我仲未有機會睇嗰套戲。
I saw the old man two or three times a week.	我一個禮拜見個老坑兩三次。
I think you've mistaken me for someone else.	我諗你認錯人喇。
I've got little time for reading these days.	我呢排無乜時間睇書。
If you want this pen, I will lend it to you.	你想用呢支筆，我就借俾你啦。
It is difficult for me to get up before six.	我朝頭早六點之前硬係起唔到身。
It seems that he is interested in astronomy.	佢好似對天文學幾有興趣。
My car is large enough to carry five people.	我架車裝得落五個人。
My son always gets sick when he rides a bus.	我個仔搭親巴士都會暈車浪。
Our teacher said that water boils at 100ºC.	我哋個老師話水到咗一百度就會滾。
Please don't interrupt me while I'm talking.	我講緊嘢嗰陣唔該你唔好加把口埋嚟。
Please drop in at my house on your way home.	你返屋企嗰陣順便嚟探吓我吖。
Please write down your contact address here.	請喺啲度寫上你嘅連絡地址。
She frequently gets sugar and salt mixed up.	佢成日都撈亂糖同鹽。
She seems to be possessed by an evil spirit.	佢好似鬼上身噉。
That's why I told you not to go by yourself.	所以我咪叫你唔好一個人去囉。
The girl begged her mother to accompany her.	個細路女囈佢阿媽陪佢。
There's only one bath towel in our bathroom.	我哋個沖涼房淨係得一條浴巾。
This camera is less expensive than that one.	呢部相機冇嗰部咁貴。
This is the hotel where we stayed last year.	呢間就係我哋舊年住嗰間酒店喇。
Tom couldn't live up to Mary's expectations.	Tom達唔到Mary嘅期望。
Tom has no idea how Mary ended up in Boston.	Tom唔知點解Mary最後會出現係波士頓。
Tom poured some milk in a bowl for his cats.	阿Tom倒咗啲牛奶落個碗到俾佢啲貓飲。
Tom probably can't do that as well as I can.	阿Tom應該冇我做得咁好。
Tom was sitting under a tree, drinking wine.	阿Tom坐咗喺棵樹下面飲葡萄酒。
Tomorrow, I'm going to study at the library.	我聽日去圖書館溫書。
Try to estimate how much you spent on books.	計吓你用咗幾多錢買書。
We had better go home rather than wait here.	我哋唔好喺度等喇，都係快啲返屋企啦。
We lost our way and did not know what to do.	我哋蕩失路，唔知點算好。
What sort of coats are in fashion this year?	今年興啲咩款嘅外套呀？
What was the hotel called? I can't remember.	間酒店叫咩名話？我唔記得咗喇。
Why don't we go and see her in the hospital?	我哋不如去醫院探吓佢囉？
You can't be hungry. You've just had dinner.	你啱啱先食完晚餐，無理由咁快就肚餓嗰喎。
You can't buy anything if you have no money.	如果你冇錢，根本咩都買唔到。
You had better do as the doctor advised you.	你最好聽個醫生講。
You haven't washed your hands yet, have you?	你仲未洗手喎，係唔係呀？
A man whose wife is dead is called a widower.	死咗老婆嘅人叫做鰥夫。
As far as I know, this is the latest edition.	據我所知，呢隻應該係最新版。
Because of the bad weather, he couldn't come.	因為天氣好差，所以佢嚟唔到。
Can I have two hamburgers and a coke, please?	兩個漢堡包同埋一罐可樂吖唔該。
Can the meeting be finished within two hours?	個會可唔可以喺兩個鐘頭之內開完呢？
Don't talk about business while we're dining.	食飯時間唔好講公事啦。
Even though he apologized, I'm still furious.	雖然佢講咗對唔住，但係我都仲係好嬲。
He may be clever, but he is not very helpful.	佢好醒目，但係就唔係好幫到手。
He's always looking at you. He must love you.	佢成日𥄫實你，實係鍾意你啦。
He's always looking at you. He must love you.	佢成日𥄫實你，仲唔係冧你？
I can't keep up with you if you walk so fast.	你行得咁快，我跟唔到呀。
I have an older brother and a younger sister.	我有一個阿哥同一個細妹。
I hear that his father is in another country.	聽講佢老豆去咗外國喎。
I started working for this company last year.	我上年開始喺呢間公司度做嘢。
I started working for this company last year.	我上年開始幫呢間公司做嘢。
I think it's you who should apologize to her.	我覺得應該同佢講對唔住嗰個人係你。
I think the eggs that I just ate were rotten.	我覺得我啱啱食啲蛋壞咗。
I'll come and see you at 3:00 p.m. on Sunday.	我星期日晏晝三點會嚟探你。
I'll do my homework after I watch television.	我睇埋電視先去做功課。
I'm going to make a cake for Mary's birthday.	阿 Mary 就嚟生日喇，我諗住整件蛋糕俾佢。
I'm trying hard, but can't think of her name.	我諗極都諗唔起佢叫咩名。
If you are going to smoke, please go outside.	食煙唔該去出面食吖。
Let's have lunch downtown and take in a show.	我哋去市區食飯，跟住再睇返場戲吖。
Little did I dream that I would see you here.	我發夢都無諗過會喺呢度撞到你。
My older sister takes a shower every morning.	我家姐每朝早都會去沖涼。
Please put some candles on the birthday cake.	唔該喺個生日蛋糕上面插幾支蠟燭吖。
Please remind me to mail the report tomorrow.	你聽日記住提我寄份報告出去喎。
She doesn't have to go to school on Saturday.	佢禮拜六唔使返學。
She made a promise to write to me every week.	佢應承咗我話每個禮拜都會寫封信俾我。
She said to herself, "Where shall I go next?"	佢自言自語噉話：「我跟住去邊度好呢？」
The audience clapped loudly after his speech.	佢一講完，班觀眾就拍爛晒手掌。
The money was hidden beneath the floorboards.	嗰啲錢收埋咗喺地板下面。
This book is too difficult to read in a week.	呢本書好難一個禮拜就睇晒。
This isn't my umbrella; it's somebody else's.	呢把遮唔係我㗎，係人哋㗎。
Though he knew the truth, he told us nothing.	雖然佢知道個真相，但係就乜都冇同我哋講。
Today's paper contains nothing of importance.	今日份報紙無咩值得睇嘅新聞。
Tom didn't know that Mary could speak French.	Tom唔知Mary識講法文。
Tom goes to the supermarket almost every day.	阿Tom差唔多每日都會去超級市場買嘢。
Tom has asked us to buy him something to eat.	阿Tom叫我哋買啲嘢俾佢食。
Tom hung the ornaments on the Christmas tree.	阿Tom將啲裝飾掛咗上棵聖誕樹到。
Tom is very likely to know what we should do.	阿Tom好大機會知道我哋應該做咩。
Tom wanted to buy a new pair of tennis shoes.	阿Tom想買對新嘅網球鞋。
We had better start before it begins to rain.	我哋最好喺個天開始落雨之前出發。
We want to know if it will be sunny tomorrow.	我哋想知聽日會唔會晴天。
We'd like a table in the non-smoking section.	唔該要張非吸煙區嘅枱吖。
What do you say to taking a walk in the park?	不如去公園散步囉？
When I try to walk, I get an awful pain here.	我一行路，呢度就痛到好犀利。
Will you have a Christmas party at your home?	你會唔會喺屋企搞聖誕party呀？
Yokohama is the second largest city in Japan.	橫濱係日本第二大嘅城市。
You don't look like you're having a good day.	你好似唔係好開心噉喎。
A button came off when I was playing baseball.	我打棒球嗰陣有粒鈕甩咗出嚟。
Come and see me when it is convenient for you.	你方便嘅時候嚟見我吖。
Did you go abroad for pleasure or on business?	你出國係去玩定係去做嘢呀？
He is always complaining about his low salary.	佢成日都喺到呻話人工好低。
He is one of the candidates running for mayor.	佢係其中一個市長嘅候選人。
He would like to take part in the competition.	佢想參加比賽。
His plan is to build a bridge over that river.	佢嘅計劃係喺嗰條河上面起一條橋。
I don't understand what you are talking about.	我唔係好明你喺度噏乜。
I know nothing except that she left last week.	我淨係知道佢上個禮拜走咗。
I must apologize to you for breaking the vase.	我打爛咗你個花樽，真係好對唔住呀。
I sprained my finger while playing volleyball.	我打排球嗰陣篤咗魚蛋。
I thought your dad took away your credit card.	你老豆唔係沒收咗你張信用卡咩？
In case anything happens, call me immediately.	如果出咗咩事，即刻打電話俾我。
It is no use blaming him for the accident now.	件事都發生咗咯，而家怪佢都無用啦。
It took ten years to build the amusement park.	個遊樂場起咗十年先至起好。
It will take him two hours to finish the work.	我諗佢要用兩粒鐘先至做得晒啲嘢。
My father is two years younger than my mother.	我阿爸後生過我阿媽兩年。
My friends dropped by to see me the other day.	我班friend前幾日嚟咗探我。
Never did I expect to see her in such a place.	我諗都冇諗過會喺啲噉嘅地方度撞到佢。
Please tell me your name and telephone number.	唔該你話你個名同電話號碼俾我聽吖。
She kept on talking after I asked her to stop.	我叫咗佢停，佢都繼續講嘢。
She plays tennis with her friends once a week.	佢每個禮拜都會搵日去同佢啲朋友打網球。
She spends a lot of time practicing the piano.	佢用好多時間嚟練琴。
She took her dog to the park before breakfast.	佢食早餐之前去咗公園放狗。
The boy who is swimming is my younger brother.	喺度游緊水嗰個男仔就係我細佬嚟㗎喇。
The children are learning to add and subtract.	班小朋友喺度學緊加數同減數。
The two men were seen to steal into the house.	嗰兩個人偷偷地入咗間屋，俾人見到咗。
There are more girls than boys in this school.	呢間學校女仔多過男仔。
This hotel has accommodations for 1000 guests.	呢間酒店裝得落一千人。
This is the best time of year to visit Boston.	呢個時候嚟波士頓就啱晒喇。
Tom quickly realized that something was wrong.	阿Tom好快就察覺到有啲嘢唔係好對路。
Tom sang a lot better than I thought he would.	阿Tom唱歌比我想像中好好多。
Tom told Mary she should get her eyes checked.	Tom叫Mary去驗吓眼。
Walking along the street, I met an old friend.	我喺街度撞到個舊朋友。
What time does the next train leave for Tokyo?	下一班去東京嘅列車幾時開？
What will happen if there's power failure now?	如果而家停電，會發生啲咩事呢？
Where are you going spend the summer holidays?	你諗住去邊度過你個暑假呀？
Who was it that read my diary while I was out?	係邊個趁我唔喺度嗰陣睇我本日記呀？
Who'll take care of the dog while we are gone?	我哋走咗個陣，邊個嚟照顧隻狗呀？
You are always complaining about your husband.	你成日都喺度話你個老公呢樣唔好嗰樣唔好。
You will soon adapt yourself to this new life.	你好快就會適應呢種新生活㗎喇。
"Do you mind opening the window?" "Not at all."	「你可唔可以幫手開一開窗呀？」「梗係可以啦。」
"Thank you for helping me." "Don't mention it."	「唔該晒你喎。」「唔使唔該。」
All the apples that fall are eaten by the pigs.	跌落嚟啲蘋果全部都俾啲豬食晒。
Although her house is nearby, I seldom see her.	雖然我同佢住得好近，但係都好少見到佢。
An Englishman would not pronounce it like that.	啲英國人唔會噉讀㗎。
Could you place your bags on the scale, please?	唔該你將你啲袋擺落個磅上面吖。
Do you think we'll reach his house before noon?	你話我哋可唔可以喺十二點之前去到佢屋企吖嗱？
Don't forget that it's Tom's birthday tomorrow.	唔好唔記得Tom聽日生日。
Don't forget to return the book to the library.	唔好唔記得還返本書俾圖書館喎。
How many Christmas cards did you get last year?	你舊年收到幾多張聖誕卡呀？
I bought this book for myself, not for my wife.	呢本書我係買俾自己㗎，唔係買俾老婆㗎。
I don't want an apology. I want an explanation.	我唔係要你道歉，我要你解釋。
I had my hair cut at the barber shop yesterday.	我尋日去咗髮型屋剪頭髮。
I hear he's just begun looking for another job.	聽講佢又開始搵工囉喎。
I saw him go into the toilet a few minutes ago.	我幾分鐘之前見到佢走咗入個廁所度。
I shouldn't have drunk so much beer last night.	我尋晚唔應該飲咁多啤酒。
I used a ribbon to tie my hair into a ponytail.	我搵條絲帶喺個頭度紮咗個馬尾。
I want to learn how to say this word in Arabic.	我想學吓呢個字用阿拉伯文點樣講。
I would like to sit in the non-smoking section.	我想坐非吸煙區。
In high school, French was my favorite subject.	高中嘅時候，法文係我最鍾意嗰科。
Is it just me or does he look a bit like Obama?	其實有冇人覺得佢個樣有啲似奧巴馬？
Is there anything to drink in the refrigerator?	雪櫃有冇嘢飲呀？
It's because I was asked to come that I'm here.	有人叫我嚟，我先嚟咋。
Last week five students were absent from class.	上個禮拜有五個人冇返學。
My brother helps me with my homework sometimes.	我阿哥有時會幫我做功課。
My father is so old that he is hard of hearing.	我老豆好大年紀喇，聽嘢都聽得唔係好清楚喇。
She bought a vacuum cleaner at the supermarket.	佢喺超級市場度買咗部吸塵機。
The beauty of the scene was beyond description.	嗰度啲風景真係靚到唔知點形容。
The doctor prescribed medicine for the patient.	個醫生開咗啲藥俾個病人。
The man cheated the old woman out of her money.	佢呃咗個阿婆啲錢。
The man reading a book over there is my father.	喺嗰度睇緊書嗰個就係我阿爸喇。
The old man told the children an amusing story.	個伯伯講咗個好搞笑嘅故仔俾班小朋友聽。
There are a lot of French books in the library.	圖書館有好多法文書。
They booted him out of school for not studying.	佢唔讀書，所以就俾人踢咗出校。
This year, Valentine's Day falls on a Thursday.	今年情人節係星期四。
We have two dogs, three cats, and six chickens.	我哋養咗兩隻狗，三隻貓同埋六隻雞。
We'll try to stop by sometime tomorrow morning.	我哋盡量聽朝嚟啦。
What does the word "get" mean in this sentence?	呢句句子個「get」字係咩意思呢？
What does your family eat for Christmas dinner?	你哋屋企聖誕節通常會食咩做晚餐㗎？
What kind of music do you want at your wedding?	你婚禮想要啲咩類型嘅音樂？
What would it cost to have this chair repaired?	我想問吓修理呢張凳要幾多錢呀？
When you yawn, cover your mouth with your hand.	你打喊露嗰陣要用隻手揞住個口。
Why don't you just tell us what's on your mind?	做咩你唔直接將你嘅諗法話俾我哋聽啫？
You had better not walk around in such a place.	你最好唔好喺嗰啲地方度行嚟行去。
You've left out a word in copying the textbook.	你抄書嗰陣抄漏咗一隻字喎。
Apart from her, everybody answered the question.	淨係得佢無答到條問題。
Are there any English magazines in this library?	呢間圖書館有冇英文雜誌㗎？
Dark as it was, we managed to find our way home.	個天好黑，但係我哋都搵到路返屋企。
Do you have any idea what they're talking about?	你知唔知佢哋喺度講緊啲咩呀？
Frankly speaking, I don't want to work with him.	老實講吖，其實我真係唔係好想同佢一齊做嘢。
Having met him before, I recognized him at once.	我之前見過佢，所以一眼就認得。
He has only a superficial knowledge of Japanese.	佢淨係識啲好表面嘅日文。
How long did it take you to translate this book?	你譯呢本書譯咗幾耐呀？
