Go.	Gå!
Tom tried to drown himself in his bathtub.	Tom forsøgte at drukne sig selv i sit badekar.
Tom tried to drown himself in his bathtub.	Tom forsøgte at drukne sig selv i badekaret.
Tom will be eligible for parole next year.	Tom bliver berettiget til prøveløsladelse næste år.
Tom will be tickled pink when he sees you.	Tom bliver henrykt når han ser dig.
Was there a book on the desk a moment ago?	Var der en bog på skrivebordet for et øjeblik siden?
We could not go there because of the rain.	Vi kunne ikke tage derhen på grund af regnen.
We have guided missiles and misguided men.	Vi har styrede missiler og vildledte mennesker.
We'd both really like to go to your party.	Vi kunne begge to rigtig godt tænke os at komme til din fest.
We're not the only ones here who know Tom.	Vi er ikke de eneste her, som kender Tom.
We're not the only ones here who know Tom.	Vi er ikke de eneste her, der kender Tom.
What time is our train arriving at Hakata?	Hvad tid ankommer vores tog til Hakata?
What will you live on while you are there?	Hvad vil du leve af mens du er der?
When was the last time you rode a bicycle?	Hvornår har du sidst cyklet?
When was the last time you rode a bicycle?	Hvornår cyklede du sidst?
Which continent is the most populated one?	Hvilket kontinent er det mest befolkede?
Why are you asking me all these questions?	Hvorfor stiller du mig alle disse spørgsmål?
Why are you asking me all these questions?	Hvorfor stiller De mig alle disse spørgsmål?
Why are you asking me all these questions?	Hvorfor stiller I mig alle disse spørgsmål?
Why didn't you tell me about that earlier?	Hvorfor har du ikke fortalt mig om det tidligere?
Why is he angry about something like that?	Hvorfor er han vred over sådan noget?
Would you like to have another cup of tea?	Vil du have en kop te mere?
You can't put toothpaste back in the tube.	Man kan ikke stoppe tandpasta tilbage i tuben.
You have to stay in bed until next Monday.	Du skal blive i sengen indtil næste mandag.
A foreigner asked me where the station was.	En udlænding spurgte mig hvor stationen lå.
A huge monster is coming down the mountain.	Et kæmpe monster er på vej ned af bjerget.
A stranger came up to me and asked the way.	En fremmed kom hen til mig og spurgte om vej.
Almost all the students believed the rumor.	Næsten alle studerende troede på rygtet.
An apple will float in water, a pear won't.	Et æble vil flyde på vandet, en pære vil ikke.
Astronomy deals with the stars and planets.	Astronomi handler om stjerner og planeter.
Because he was tired, he went to bed early.	Fordi han var træt gik han tidlig i seng.
Can you make yourself understood in French?	Kan du ikke gøre dig forståelig på fransk?
Christmas comes a few days before New Year.	Julen kommer få dage før nytår.
Could you explain how the dishwasher works?	Kan du forklare os hvordan opvaskemaskinen fungerer?
Could you please turn your television down?	Kan du venligst skrue ned for fjernsynet?
Could you please turn your television down?	Vil du være så venlig at skrue ned fjernsynet?
Dad is in the kitchen because he's cooking.	Far er i køkkenet fordi han laver mad.
Didn't it occur to you to shut the windows?	Har det ikke strejfet dine tanker at lukke vinduerne?
Didn't it occur to you to shut the windows?	Har det strejfet jeres tanker at lukke vinduerne?
Do you have a special menu for vegetarians?	Har du en særlig menu for vegetarer?
Do you have a special menu for vegetarians?	Har I en særlig menu for vegetarer?
Do you think Tom has any chance of winning?	Tror du Tom har nogen chance for at vinde?
Everything that could go wrong, went wrong.	Alt, hvad der kunne gå galt, gik galt.
Gold is more precious than any other metal.	Guld er mere dyrebart end noget andet metal.
Guns don't kill people. People kill people.	Våben dræber ikke mennesker. Mennesker dræber mennesker.
Have you ever thought about writing a book?	Har du nogensinde overvejet at skrive en bog?
He gives an apple to the teacher every day.	Han giver læreren et æble hver dag.
He handed over all his property to his son.	Han overdrog al sin ejendom til sin søn.
He is not the sharpest knife in the drawer.	Han er ikke den skarpeste kniv i skuffen.
He often walks with his hand in his pocket.	Han går ofte med hånden i lommen.
He'll probably finish the work by tomorrow.	Han vil sandsynligvis afslutte arbejdet i morgen.
His influence extends all over the country.	Hans indflydelse strækker sig over hele landet.
His name is known to everyone in this town.	Hans navn er kendt af alle i denne by.
His plane leaves for Hong Kong at 2:00 p.m.	Hans fly til Hong Kong afgår kl. 14:00.
How many letters are there in the alphabet?	Hvor mange bogstaver er der i alfabetet?
How many times a day should you feed a dog?	Hvor mange gange om dagen bør man fodre en hund?
I can't thank you enough for your kindness.	Jeg kan ikke takke dig nok for din venlighed.
I don't know what's going to happen to you.	Jeg ved ikke hvad der vil ske dig.
I don't like to cook when it's hot outside.	Jeg kan ikke lide at lave mad når det er varmt udenfor.
I don't think people use that word anymore.	Jeg tror ikke man bruger det ord længere.
I drink three or four cups of coffee a day.	Jeg drikker tre eller fire kopper kaffe om dagen.
I drink three or four cups of coffee a day.	Jeg drikker tre til fire kopper kaffe om dagen.
I felt very relieved when I heard the news.	Jeg følte mig meget lettet da jeg hørte nyheden.
I forgot to attach a stamp to the envelope.	Jeg glemte at sætte et frimærke på konvolutten.
I got into a traffic jam on the expressway.	Jeg kom ind i en trafikprop på motorvejen.
I have to study for tomorrow's French test.	Jeg er nødt til at forberede mig til franskprøven i morgen.
I like animals, for example, cats and dogs.	Jeg kan lide dyr, fx katte og hunde.
I like animals, for example, cats and dogs.	Jeg kan lide dyr, for eksempel katte og hunde.
I met my teacher on the way to the station.	Jeg mødte min lærer på vej til stationen.
I pawned my guitar so I could pay the rent.	Jeg pantsatte min guitar så jeg kunne betale huslejen.
I think you're the only one who needs help.	Jeg tror du er den eneste der har brug for hjælp.
I will take the one that is more expensive.	Jeg tager den der er dyrere.
I'd like you to translate this into French.	Jeg vil gerne have dig til at oversætte dette til fransk.
I'm having a hard time with French grammar.	Jeg har problemer med den franske grammatik.
I'm looking forward to the summer vacation.	Jeg glæder mig til sommerferien.
I'm right in the middle of doing something.	Jeg er lige i gang med noget.
I've heard the French version of this song.	Jeg har hørt den franske version af denne sang.
I've put a little bit of milk in my coffee.	Jeg har puttet en lille smule mælk i min kaffe.
I've trained my dog to come when I whistle.	Jeg har trænet min hund til at komme når jeg fløjter.
If it snows tomorrow, I'll build a snowman.	Hvis det sner i morgen, vil jeg lave en snemand.
In the fall, many birds head for the south.	Om efteråret trækker mange fugle sydover.
Is eating organic food worth what it costs?	Er at spise økologisk pengene værd?
Is this computer connected to the Internet?	Er denne computer tilsluttet internettet?
It doesn't matter which team wins the game.	Det spiller ingen rolle hvilket hold der vinder spillet.
It is not my intent to hurt you in any way.	Det er ikke min hensigt at såre dig på nogen som helst måde.
It took us half an hour to set up the tent.	Det tog os en halv time at sætte teltet op.
It's important that you practice every day.	Det er vigtigt at du øver dig hver dag.
It's the biggest house in the neighborhood.	Det er det største hus i nabolaget.
My brother has never been beaten at tennis.	Min bror er aldrig blevet besejret i tennis.
Norwegian is similar to Swedish and Danish.	Norsk ligner svensk og dansk.
One of my cousins is married to a novelist.	En af mine kusiner er gift med en romanforfatter.
People of your age often have this problem.	Folk i din alder har ofte dette problem.
She looked very beautiful in her new dress.	Hun så meget smuk ud i sin nye kjole.
She was more beautiful than all the others.	Hun var smukkere end alle de andre.
She works as a nurse in the local hospital.	Hun arbejder som sygeplejerske på det lokale sygehus.
She works as a nurse in the local hospital.	Hun arbejder som sygeplejerske på det lokale hospital.
Smoking is not allowed inside the elevator.	Rygning er ikke tilladt inde i elevatoren.
Sorry, I must have dialed the wrong number.	Undskyld, jeg har vist ringet til et forkert nummer.
That program is broadcast every other week.	Det program sendes hver anden uge.
That's one way of looking at it, I suppose.	Det er én måde at se på det, tror jeg.
The bread was moldy, but Tom ate it anyway.	Brødet var muggent, men Tom spiste det alligevel.
The church is in the middle of the village.	Kirken ligger midt i landsbyen.
The church is in the middle of the village.	Kirken står midt i landsbyen.
The company is trying to improve its image.	Firmaet prøver at forbedre sit image.
The heavy rain prevented me from going out.	Den kraftige regn forhindrede mig i at gå ud.
The jacket's wearing through at the elbows.	Jakken er slidt igennem på albuerne.
The police expect people to follow the law.	Politiet forventer at folk overholder loven.
The princess couldn't help laughing at him.	Prinsessen kunne ikke lade være med at le ad ham.
The problem will resolve itself eventually.	Problemet vil løse sig selv med tiden.
The school is five kilometers from my home.	Skolen ligger fem kilometer fra mit hjem.
The teacher was surrounded by her students.	Den kvindelige lærer var omgivet af sine studerende.
The teacher was surrounded by her students.	Lærerinden var omgivet af sine studerende.
The telephone was invented by Bell in 1876.	Telefonen blev opfundet af Bell i 1876.
There must be some solution to the problem.	Der må være en løsning på problemet.
There was nothing left in the refrigerator.	Der var intet tilbage i køleskabet.
There's a good chance that he'll be chosen.	Der er en god chance for at han vil blive valgt.
There's nothing worth watching on TV today.	Der er intet der er værd at se på TV i dag.
They have lived in this town for ten years.	De har boet i denne by i ti år.
They sell apples, oranges, eggs, and so on.	De sælger æbler, appelsiner, æg og så videre.
They were stuck for hours in a traffic jam.	De sad fast i timevis i en trafikprop.
They were stuck for hours in a traffic jam.	I timevis sad de fast i en trafikprop.
They were stuck for hours in a traffic jam.	De sad fast i en trafikprop i timevis.
They're on good terms with their neighbors.	De kommer godt ud af det med naboerne.
Things just kept going downhill from there.	Forholdene blev bare ved med at gå ned ad bakke derfra.
This is not my first time riding a bicycle.	Dette er ikke første gang jeg cykler.
This is not my first time riding a bicycle.	Dette er ikke første gang jeg kører på cykel.
This is the strangest thing I've ever done.	Det her er det mærkeligste jeg nogensinde har gjort.
This program is broadcast every other week.	Dette program sendes hver anden uge.
This time, you won't avoid your punishment.	Denne gang undgår du ikke din straf.
Tom and Mary are bickering with each other.	Tom og Mary småskændes.
Tom and Mary are bickering with each other.	Tom og Mary mundhugges.
Tom and Mary have been married three years.	Tom og Mary har været gift i tre år.
Tom claimed he killed Mary in self-defense.	Tom påstod at han dræbte Mary i selvforsvar.
Tom doesn't think he's as creative as Mary.	Tom tror ikke at han er så kreativ som Mary.
Tom has bought a house which has six rooms.	Tom har købt et hus der har seks værelser.
Tom is sitting in the front passenger seat.	Tom sidder på det forreste passagersæde.
Tom is still just as poor as he used to be.	Tom er stadig lige så fattig som han plejede at være.
Tom lost his job during the last recession.	Tom mistede sit job under den sidste recession.
Tom made no attempt to answer the question.	Tom gjorde intet forsøg på at besvare spørgsmålet.
Tom objected to being treated like a child.	Tom protesterede mod at blive behandlet som et barn.
Tom objected to being treated like a child.	Tom brød sig ikke om at blive behandlet som et barn.
Tom says he can't work on an empty stomach.	Tom siger at han ikke kan arbejde på tom mave.
Tom suspected that his father was dyslexic.	Tom havde mistanke om at hans far var ordblind.
Tom tried to persuade Mary to quit smoking.	Tom prøvede at overtale Mary til at holde op med at ryge.
Tom wasn't able to do what he wanted to do.	Tom var ikke i stand til at gøre det han ønskede at gøre.
Tom went up the ladder to pick some apples.	Tom gik op ad stigen for at plukke nogle æbler.
Tom's parents have a bar in their basement.	Toms forældre har en bar i kælderen.
Water the flowers before you eat breakfast.	Vand blomsterne før du spiser morgenmad.
We also did amputations. We had to do them.	Vi har også foretaget amputationer. Vi var nødt til at foretage dem.
We were caught in a traffic jam on the way.	Vi blev fanget i en trafikprop på vejen.
What do you call this vegetable in English?	Hvad kalder man denne grøntsag på engelsk?
What do you call this vegetable in English?	Hvad hedder denne grøntsag på engelsk?
What have we done to be punished like this?	Hvad har vi gjort for at blive straffet på den måde?
What language do they speak in Switzerland?	Hvilket sprog taler man i Schweiz?
When I was a kid, I had a dog named Cookie.	Da jeg var barn, havde jeg en hund der hed Cookie.
When was the last time you left work early?	Hvornår har du sidst forladt arbejdet tidligt?
When was the last time you watched a movie?	Hvornår har du sidst set en film?
Why didn't you tell us there was a witness?	Hvorfor fortalte du os ikke at der var et vidne?
Why would I tell you where I hide my money?	Hvorfor skulle jeg fortælle dig hvor jeg gemmer mine penge?
You are responsible for what you have done.	Du er ansvarlig for det du har gjort.
You can't kill someone that's already dead.	Du kan ikke dræbe en som allerede er død.
You must not be jealous of others' success.	Vær ikke misundelig på andre menneskers succes.
You need to improve your kissing technique.	Du er nødt til at forbedre din kysseteknik.
You scratch my back and I'll scratch yours.	Du gør mig en tjeneste og jeg gør dig en tjeneste.
You should know that I'm in love with Mary.	Du skal vide at jeg er forelsket i Mary.
"How old is she?" "She is twelve years old."	"Hvor gammel er hun?" - "Hun er tolv år."
A new school building is under construction.	En ny skolebygning er under opførelse.
Are you sure you haven't forgotten anything?	Er du sikker på at du ikke har glemt noget?
Both Tom and Mary checked their own watches.	Både Tom og Mary tjekkede deres egne ure.
Can you make yourself understood in English?	Kan du gøre dig forståelig på engelsk?
Canada is to the north of the United States.	Canada ligger nord for USA.
Correcting is sometimes harder than writing.	At rette er sommetider sværere end at skrive.
Correcting is sometimes harder than writing.	At rette er somme tider sværere end at skrive.
Could you tell me your mobile number please?	Ville du være så venlig at give mig dit mobilnummer?
Could you tell me your mobile number please?	Kunne jeg få dit mobilnummer?
Did you like the movie we watched yesterday?	Kunne du lide den film vi så i går?
Give me your money or else I'll beat you up.	Giv mig dine penge eller jeg tæsker dig.
Give me your money or else I'll beat you up.	Hit med pengene eller også får du tæsk!
He reached home shortly before five o'clock.	Han kom hjem lidt før kl. 5.
He reached home shortly before five o'clock.	Han kom hjem lidt før klokken fem.
He was at the wrong place at the wrong time.	Han var på det forkerte sted på det forkerte tidspunkt.
How many galaxies are there in the universe?	Hvor mange galakser er der i universet?
I am economically independent of my parents.	Jeg er økonomisk uafhængig af mine forældre.
I asked Tom to meet me at the train station.	Jeg bad Tom møde mig ved togstationen.
I can't find anything wrong with his theory.	Jeg kan ikke finde nogen fejl i hans teori.
I didn't steal it. You can check my pockets.	Jeg har ikke stjålet den. Du må gerne tjekke min lommer.
I didn't steal it. You can check my pockets.	Jeg har ikke stjålet det. Du må gerne tjekke min lommer.
I don't have a great deal of money to spend.	Jeg har ikke mange penge at give ud af.
I don't know when, but it'll happen someday.	Jeg ved ikke hvornår, men det vil ske en dag.
I don't want to work under these conditions.	Jeg ønsker ikke at arbejde under disse betingelser.
I feel like telling him what I think of him.	Jeg har lyst til at fortælle ham hvad jeg mener om ham.
I feel like telling him what I think of him.	Jeg har lyst til at fortælle ham hvad jeg tænker om ham.
I finally found the solution to the problem.	Jeg har endelig fundet løsningen på problemet.
I finally found the solution to the problem.	Endelig fandt jeg løsningen på problemet.
I found the banana on a steep mountain road.	Jeg fandt bananen på en stejl bjergvej.
I get goose bumps when I see a horror movie.	Jeg får gåsehud når jeg ser en skrækfilm.
I got up so an old man could sit in my seat.	Jeg rejste mig, så en gammel mand kunne få min plads.
I have a ball-point pen, but I want another.	Jeg har en kuglepen, men jeg vil gerne have en anden.
I have a lot of money in my savings account.	Jeg har mange penge på min opsparingskonto.
I have to go even if it rains cats and dogs.	Jeg er nødt til at gå, selv om det styrtregner.
I haven't heard from Tom in quite some time.	Jeg har ikke hørt fra Tom i temmelig lang tid.
I hope you don't suffer from claustrophobia.	Jeg håber du ikke lider af klaustrofobi.
I hurried in order to catch the first train.	Jeg skyndte mig for at komme med det første tog.
I hurried in order to catch the first train.	Jeg skyndte mig for at nå det første tog.
I know my daughter better than anybody else.	Jeg kender min datter bedre end nogen anden.
I love the smell of pancakes in the morning.	Jeg elsker lugten af pandekager om morgenen.
I love the smell of pancakes in the morning.	Jeg elsker duften af pandekager om morgenen.
I pawned my guitar in order to pay the rent.	Jeg pantsatte min guitar for at betale huslejen.
I saw Tom here in the park just a while ago.	Jeg så Tom her i parken for kort tid siden.
I want my children to have dual citizenship.	Jeg ønsker at mine børn skal have dobbelt statsborgerskab.
I was having a bath when the telephone rang.	Jeg tog bad da telefonen ringede.
I will give you a bicycle for your birthday.	Jeg vil give dig en cykel til din fødselsdag.
I wish I could figure out how to burn a DVD.	Gid jeg kunne finde ud af at brænde en dvd.
I wish Mary didn't already have a boyfriend.	Gid Mary ikke allerede havde en kæreste.
I wish Tom didn't already have a girlfriend.	Gid Tom ikke allerede havde en kæreste.
I wonder what language they speak in Brazil.	Jeg spørger mig selv om hvilket sprog man taler i Brasilien.
I work for three hours every Sunday morning.	Jeg arbejder 3 timer hver søndag morgen.
I'd rather skip school and play video games.	Jeg vil hellere skulke fra skole og spille videospil i stedet.
I'll mow the lawn tomorrow, unless it rains.	Jeg slår græsplænen i morgen, medmindre det regner.
I'm sure Tom would've told me if he'd known.	Jeg er sikker på at Tom ville have fortalt mig det hvis han havde vidst det.
I'm taking my son to the zoo this afternoon.	Jeg tager min søn med i zoologisk have i eftermiddag.
I'm very interested in classical literature.	Jeg interesserer mig meget for den klassiske litteratur.
I've put on a lot of weight since Christmas.	Jeg har taget meget på siden jul.
If only the doctor had come a little sooner.	Hvis bare lægen var kommet lidt tidligere.
Is it true that Tom won't come to our party?	Er det sandt at Tom ikke kommer til vores fest?
Is it true that Tom won't come to our party?	Passer det at Tom ikke kommer til vores fest?
It is crazy of you to put your life at risk.	Det er forrykt af dig at sætte livet på spil.
It is uncertain whether he is coming or not.	Det er usikkert om han kommer eller ej.
It's dark in here. Do you have a flashlight?	Det er mørkt herinde. Har du en lommelygte?
It's evident to everybody that he's in love.	Det er åbenlyst for enhver at han er forelsket.
Let's have a drink and listen to some music.	Lad os få en drink og lytte til noget musik.
Let's not make a mountain out of a molehill.	Lad os ikke gøre en myg til en elefant.
Let's not worry about that until we have to.	Lad os ikke bekymre os om det indtil vi er nødt til det.
My brother was the apple of my father's eye.	Min bror var min fars øjesten.
My grandfather was a soldier during the war.	Min bedstefar var soldat under krigen.
My mother never taught me how to do laundry.	Min mor har aldrig lært mig at vaske tøj.
Oil has been discovered under the North Sea.	Man har fundet olie under Nordsøen.
Old soldiers never die, they just fade away.	Gamle soldater dør aldrig, de svinder blot hen.
Our daughter burned her finger with a match.	Vores datter brændte sin finger med en tændstik.
Our teacher said that water boils at 100ºC.	Vores lærer sagde at vand koger ved 100 ºC.
Our visitors are sitting in the living room.	Vores gæster sidder i dagligstuen.
She tried to conceal her grief at the party.	Hun forsøgte at skjule sin sorg ved festen.
She wants to marry her daughter to a doctor.	Hun ønsker datteren gift med en læge.
She wants to marry her daughter to a doctor.	Hun ønsker sin datter gift med en læge.
She was always quarreling with her brothers.	Hun skændtes altid med sine brødre.
She's been absent from school for five days.	Hun har været fraværende fra skolen i fem dage.
She's been absent from school for five days.	Hun har ikke været i skole i fem dage.
She's the most beautiful woman in the world.	Hun er den smukkeste kvinde i verden.
She's the most beautiful woman in the world.	Hun er verdens smukkeste kvinde.
Some people talk too much and do too little.	Nogle mennesker taler for meget og gør for lidt.
Take the one you like best, whichever it is.	Tag den du bedst kan lide, lige meget hvilken det er.
The boy rowing the boat is a friend of mine.	Drengen der ror båden er en af mine venner.
The diamond was discovered by a boy in 1873.	Diamanten blev opdaget af en dreng i 1873.
The girl who lives next door is very pretty.	Pigen, som bor ved siden af, er meget smuk.
The kitten rolled the yarn across the floor.	Killingen rullede garnet hen over gulvet.
The language spoken in Australia is English.	Sproget der tales i Australien, er engelsk.
The pastor said Tom's going to burn in hell.	Præsten har sagt at Tom kommer til at brænde i helvede.
The pastor said Tom's going to burn in hell.	Præsten sagde at Tom kommer til at brænde i helvede.
The school year begins on the 10th of April.	Skoleåret begynder den 10. april.
The school year begins on the 10th of April.	Skoleåret begynder den tiende april.
The stolen car was found in the parking lot.	Det stjålne køretøj blev fundet på en parkeringsplads.
There is hardly any danger of an earthquake.	Der er næppe nogen fare for jordskælv.
There used to be a small shrine around here.	Der plejede at være en lille helligdom heromkring.
There were many rotten apples in the basket.	Der var mange rådne æbler i kurven.
They had no beards, no hair and no eyebrows.	De havde ingen skæg, intet hår og ingen øjenbryn.
They jumped through a window into the river.	De sprang gennem et vindue ud i floden.
This just barely covers our living expenses.	Dette dækker kun knap og nap vores leveomkostninger.
This just barely covers our living expenses.	Dette dækker med nød og næppe vores leveomkostninger.
This painting by Rembrandt is a masterpiece.	Dette maleri af Rembrandt er et mesterværk.
This shouldn't come as a surprise to anyone.	Dette burde ikke komme som en overraskelse for nogen.
To our great surprise, he suddenly resigned.	Til vores store forbavselse trådte han tilbage.
Tom always peels apples before he eats them.	Tom skræller altid æbler før han spiser dem.
Tom and Mary are getting married in October.	Tom og Mary skal giftes til oktober.
Tom and Mary exchanged numbers at the party.	Tom og Mary udvekslede telefonnumre ved festen.
Tom and Mary exchanged numbers at the party.	Tom og Mary udvekslede telefonnumre ved partyet.
Tom and Mary exchanged numbers at the party.	Tom og Mary udvekslede telefonnumre ved selskabet.
Tom asked Mary where she had parked the car.	Tom spurgte Mary om hvor hun havde parkeret bilen.
Tom bought some apples and made apple sauce.	Tom købte nogle æbler og lavede æblemos deraf.
Tom bumped into a Mary on his way to school.	På vej til skole stødte Tom ind i en Mary.
Tom didn't know apple trees grow from seeds.	Tom vidste ikke at æbletræer vokser fra frø.
Tom didn't know that Mary understood French.	Tom vidste ikke at Mary forstod fransk.
Tom didn't know what Mary was talking about.	Tom vidste ikke, hvad Mary talte om.
Tom didn't think that movie was interesting.	Tom synes ikke at filmen er interessant.
Tom doesn't like being treated like a child.	Tom kan ikke lide at blive behandlet som et barn.
Tom doesn't mind what people say about Mary.	Tom kerer sig ikke om hvad folk siger om Maria.
Tom doesn't mind what people say about Mary.	Tom er ligeglad med hvad folk siger om Maria.
Tom offered Mary and John some potato chips.	Tom tilbød Mary og John nogle chips.
Tom opened the fridge and took out the milk.	Tom åbnede køleskabet og tog mælken ud.
Tom put an engagement ring on Mary's finger.	Tom satte en forlovelsesring på Marys finger.
Tom was guilty of spreading lies about Mary.	Tom var skyldig i at sprede løgne om Mary.
Tom was killed in a car accident last night.	Tom blev dræbt i en bilulykke i går aftes.
Tom went fishing, but didn't catch anything.	Tom tog ud for at fiske, men fangede ikke noget.
We collect stamps from all around the world.	Vi samler frimærker fra hele verden.
We decorated the Christmas tree with lights.	Vi pyntede juletræet med lys.
We have a lot more milk in the refrigerator.	Vi har meget mere mælk i køleskabet.
We have three dogs, one white and two black.	Vi har tre hunde; én der er hvid og to der er sorte.
What are you doing up at this time of night?	Hvad laver du oppe på den her tid af natten?
What time do you go to sleep Saturday night?	Ved hvilken tid går du hen at sove lørdag aften?
What time do you go to sleep Saturday night?	Hvornår går du i seng lørdag aften?
When was the last time you had a girlfriend?	Hvornår havde du sidst en kæreste?
Where were you on the night of October 20th?	Hvor var du om aftenen den 20. oktober?
Where were you on the night of October 20th?	Hvor var du den 20. oktober om aftenen?
Where were you on the night of October 20th?	Hvor var du natten til den 21. oktober?
Where were you on the night of October 20th?	Hvor var du om aftenen den 20. oktober og natten til den 21.?
Where's the nearest gas station around here?	Hvor er den nærmeste tankstation her omkring?
Which do you like better, Boston or Chicago?	Hvad kan du bedst lide, Boston eller Chicago?
Which do you like better, apples or bananas?	Hvad kan du bedst lide, æbler eller bananer?
Which do you like better, apples or oranges?	Hvad kan du bedst lide, æbler eller appelsiner?
Who is playing the piano in the living room?	Hvem er det der spiller på klaveret i stuen?
Would you like a plastic bag or a paper bag?	Vil du have en plastpose eller en papirspose?
Would you mind telling me what you're doing?	Har du noget imod at fortælle mig hvad du laver?
Would you please write with a ballpoint pen?	Vil du være så venlig at skrive med kuglepen?
You can't buy anything if you have no money.	Man kan ikke købe noget hvis man ingen penge har.
You may invite any person who wants to come.	Du må invitere hvilken som helst person som ønsker at komme.
You won't believe what happened to me today.	Du vil ikke tro hvad der er hændt mig i dag.
You won't believe what happened to me today.	I vil ikke tro hvad der er hændt mig i dag.
You're the most handsome man I've ever seen.	Du er den smukkeste mand jeg nogensinde har set.
Your income is about twice as large as mine.	Din indkomst er omkring dobbelt så stor som min.
Your wish will come true in the near future.	Dit ønske vil gå i opfyldelse i nær fremtid.
A microwave oven gets food hot in an instant.	En mikroovn opvarmer fødevarer på et øjeblik.
All you have to do is give him a little help.	Alt du skal gøre, er at give ham lidt hjælp.
Are there any letters for me in today's mail?	Er der breve til mig i dagens post?
As soon as I have it, I'll forward it to you.	Så snart jeg har det, vil jeg sende det til dig.
As soon as I have it, I'll forward it to you.	Så snart jeg har den, vil jeg sende den til dig.
As soon as I have it, I'll forward it to you.	Så snart jeg har det, vil jeg sende det til jer.
As soon as I have it, I'll forward it to you.	Så snart jeg har den, vil jeg sende den til jer.
As soon as I have it, I'll forward it to you.	Så snart jeg har det, vil jeg videresende det til dig.
As soon as I have it, I'll forward it to you.	Så snart jeg har den, vil jeg videresende den til dig.
Autumn is the best season for going on hikes.	Efteråret er den bedste årstid til vandreture.
Birds are singing here and there in the park.	Fugle synger her og der i parken.
Can I tempt you to try another piece of cake?	Kan jeg friste dig med endnu et stykke kage?
Did it not occur to you to close the windows?	Har det ikke strejfet dine tanker at lukke vinduerne?
Did it not occur to you to close the windows?	Har det strejfet jeres tanker at lukke vinduerne?
Do you have any employees who speak Japanese?	Har du ansatte som taler japansk?
Do you have any employees who speak Japanese?	Har du ansatte der taler japansk?
Do you listen to the radio at home every day?	Lytter du til radioen hjemme hver dag?
Don't you have someplace else you need to be?	Har du ikke et andet sted du skal være?
Economic development is important for Africa.	Økonomisk udvikling er vigtig for Afrika.
Excuse me for opening your letter by mistake.	Du må undskylde at jeg kom til at åbne dit brev ved et uheld.
From now on, be more careful with your money.	Vær mere forsigtig med dine penge fremover!
He has already told the police what happened.	Han har allerede sagt til politiet hvad der skete.
He is the last person to speak ill of others.	Han er den sidste person der vil tale dårligt om andre.
He pried open the locked door with a crowbar.	Han brækkede den låste dør åben med et brækjern.
He was seriously injured in the car accident.	Han blev alvorligt såret ved bilulykken.
He was walking with his hands in his pockets.	Han gik med hænderne i lommen.
He's always saying bad things about his wife.	Han siger altid dårlige ting om sin kone.
Her decision to move to Chicago surprised us.	Hendes beslutning om at flytte til Chicago overraskede os.
How much does it cost to eat at such a place?	Hvad koster det at spise på et sådant sted?
I always drink a cup of coffee every morning.	Jeg drikker altid en kop kaffe hver morgen.
I am staying at the hotel for the time being.	Jeg bor på hotellet for tiden.
I bought lace curtains for my bedroom window.	Jeg har købt blondegardiner til vinduet i soveværelset.
I couldn't anticipate that that would happen.	Jeg kunne ikke forudse at det ville ske.
I do not like wearing anybody else's clothes.	Jeg bryder mig ikke om at gå i en andens tøj.
I have too many things on my mind these days.	Jeg har for mange ting i hovedet for tiden.
I haven't yet bought you a Christmas present.	Jeg har endnu ikke købt en julegave til dig.
I need to replace my keyboard with a new one.	Jeg er nødt til at erstatte mit tastatur med et nyt.
I remember returning the book to the library.	Jeg husker at jeg har afleveret bogen på biblioteket.
I take for granted that my answer is correct.	Jeg tager det for givet at mit svar er korrekt.
I take it for granted that people are honest.	Jeg tager det for givet at folk er ærlige.
I thought I told you to keep the door closed.	Bad jeg dig ikke om at holde døren lukket?
I wish I had learned French when I was a kid.	Gid jeg havde lært fransk da jeg var barn!
I'll lend you what little money I have on me.	Jeg vil låne dig de få penge jeg har på mig.
I'm confident that I'll win the tennis match.	Jeg er sikker på at jeg vil vinde tenniskampen.
I'm sorry, but I didn't know it was a secret.	Det er jeg ked af, men jeg vidste ikke at det var en hemmelighed.
If it snows tomorrow, I will build a snowman.	Hvis det sner i morgen, vil jeg lave en snemand.
It is because he is cruel that I dislike him.	Det er fordi han er grusom at jeg ikke kan lide ham.
It is difficult for me to pronounce the word.	Det er vanskeligt for mig at udtale ordet.
It is difficult for me to solve that problem.	Det er vanskeligt for mig at løse det problem.
It's not my opinion, but just my translation.	Det er ikke min mening, men kun min oversættelse.
Look at this picture of my grandfather's car.	Se på dette billede af min bedstefars bil.
Mary has never ever been asked out on a date.	Mary er aldrig nogensinde blevet inviteret ud på en date.
Mary isn't really sick. She's just faking it.	Mary er i virkeligheden ikke syg. Hun faker bare.
My mother bought two bottles of orange juice.	Min mor købte to flasker appelsinjuice.
My mother bought two bottles of orange juice.	Min mor har købt to flasker appelsinjuice.
Nuclear weapons are a threat to all humanity.	Kernevåben er en trussel mod hele menneskeheden.
Please get all of your junk out of this room.	Vil du ikke være så venlig at få al dit ragelse ud af dette værelse?
Registration starts the twentieth of October.	Tilmelding starter tyvende oktober.
She switched on the lamp because it was dark.	Hun tændte for lampen fordi det var mørkt.
Some passengers complained about the service.	Nogle passagerer klagede over servicen.
Something is wrong with this washing machine.	Der er noget galt med denne vaskemaskine.
The actress looks younger than she really is.	Skuespillerinden ser yngre ud end hun er.
